experiment_id,git_commit,git_dirty,model,revision,precision,method,context,batch_micro,grad_accum,rank,seed,steps_requested,steps_completed,status,exit_code,signal,wall_time_s,step_time_avg_s,step_time_median_s,throughput_tok_s,peak_metal_gpu_memory_bytes,peak_process_memory_bytes,swap_before_bytes,swap_after_bytes,training_loss_final,dataset,manifest_verified,evidence_quality,formal_or_probe,raw_result_path
20260912T010303078430Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx1024__b1-ga1__r8__s42__01a09323-a9a6-748f-a030-bab82bc1ccb3,7b4f304a07c5,True,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,1024,1,1,8,42,20,20,success,0,null,1291.078,26.264721,24.377855,34.3828,11986177565,null,6914572288,9253358141,1.762392,formal_sft_v1,True,medium,probe,results/raw/20260912T010303078430Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx1024__b1-ga1__r8__s42__01a09323-a9a6-748f-a030-bab82bc1ccb3
20260912T012504760374Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx1024__b1-ga1__r8__s123__01a09337-d478-73f2-b8ba-f06c31d275c2,7b4f304a07c5,True,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,1024,1,1,8,123,20,20,success,0,null,1332.636,25.69005,21.726736,35.152,11986177565,null,6634466181,8894021632,1.756273,formal_sft_v1,True,medium,probe,results/raw/20260912T012504760374Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx1024__b1-ga1__r8__s123__01a09337-d478-73f2-b8ba-f06c31d275c2
20260912T014748248831Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx1024__b1-ga1__r8__s2026__01a0934c-a299-7785-a8ed-9037c924a6a4,7b4f304a07c5,True,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,1024,1,1,8,2026,20,20,success,0,null,1301.461,27.4233,25.84279,32.9302,11986177565,null,8558414397,8564118651,1.749274,formal_sft_v1,True,medium,probe,results/raw/20260912T014748248831Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx1024__b1-ga1__r8__s2026__01a0934c-a299-7785-a8ed-9037c924a6a4
20260912T020930772906Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s42__01a09360-8295-745d-a8ac-c648df627edd,7b4f304a07c5,True,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,2048,1,1,8,42,20,20,success,0,null,1459.827,23.094001,18.714497,51.798,25643853472,null,8488547779,8242918851,1.736968,formal_sft_v1,True,medium,probe,results/raw/20260912T020930772906Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s42__01a09360-8295-745d-a8ac-c648df627edd
20260912T023351577599Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s123__01a09376-ccd9-730a-b2a2-113c0abe7ba8,7b4f304a07c5,True,mlx-community/Qwen3-4B-4bit,null,4bit,qlora,2048,1,1,8,123,20,null,runtime_error,137,null,1640.291,null,null,null,null,null,8226141635,14757920768,null,formal_sft_v1,True,medium,probe,results/raw/20260912T023351577599Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s123__01a09376-ccd9-730a-b2a2-113c0abe7ba8
20260912T030114247664Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s2026__01a0938f-dd87-7c0f-a464-eee1ecd9e307,7b4f304a07c5,True,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,2048,1,1,8,2026,20,20,success,0,null,1402.916,26.839605,20.014611,44.5693,25643853472,null,6965564539,9384629371,1.728852,formal_sft_v1,True,medium,probe,results/raw/20260912T030114247664Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s2026__01a0938f-dd87-7c0f-a464-eee1ecd9e307
20260912T032808727860Z__qwen-qwen3-8b__lora-qnone__ctx512__b1-ga1__r8__s42__01a093a8-8018-747f-a315-30835d4ea4ec,7b4f304a07c5,True,Qwen/Qwen3-8B,null,null,lora,512,1,1,8,42,20,null,timeout,null,SIGKILL,2400.021,null,null,null,null,null,7151026176,18967754179,null,formal_sft_v1,False,low,probe,results/raw/20260912T032808727860Z__qwen-qwen3-8b__lora-qnone__ctx512__b1-ga1__r8__s42__01a093a8-8018-747f-a315-30835d4ea4ec
20260912T050812117342Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a09404-1ad5-7311-b264-28faabcb0e11,7b4f304a07c5,True,mlx-community/Qwen3-8B-4bit,null,4bit,qlora,512,1,1,8,42,100,null,timeout,null,SIGKILL,2400.029,null,null,null,null,null,17629645373,28131459072,null,formal_sft_v1,False,low,probe,results/raw/20260912T050812117342Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a09404-1ad5-7311-b264-28faabcb0e11
20260912T083403639485Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a094c0-92f7-7ba5-b5a6-dc98f8ffed72,7b4f304a07c5,True,Qwen/Qwen3-4B,1cfa9a7208912126459214e8b04321603b3df60c,bf16,lora,512,1,1,8,42,100,100,success,0,null,451.121,2.975838,3.028235,168.1119,12391892556,null,0,2028407357,2.118103,formal_sft_v1,True,medium,probe,results/raw/20260912T083403639485Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a094c0-92f7-7ba5-b5a6-dc98f8ffed72
20260912T084135321518Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a094c7-7759-783a-8420-ac1d0b056806,7b4f304a07c5,True,Qwen/Qwen3-4B,null,null,lora,512,1,1,8,42,300,null,timeout,null,SIGKILL,2400.076,null,null,null,null,null,2020018749,4171361157,null,formal_sft_v1,False,low,probe,results/raw/20260912T084135321518Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a094c7-7759-783a-8420-ac1d0b056806
20260915T142046551250Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a571-1457-7b61-8265-5755de7d3b5a,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,1,1,8,42,20,20,success,0,null,343.319,5.502628,5.670198,88.8262,6646782100,null,3068259205,3454135173,1.86181,formal_sft_v1,True,high,probe,results/raw/20260915T142046551250Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a571-1457-7b61-8265-5755de7d3b5a
20260915T142630515233Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0a576-53f3-7adf-b7c3-0d01216c0a0e,b37c02bf3a57,True,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,1,1,8,123,20,20,success,0,null,345.799,5.481743,5.627181,89.1647,6646782100,null,3428843520,3384478269,1.864307,formal_sft_v1,True,medium,probe,results/raw/20260915T142630515233Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0a576-53f3-7adf-b7c3-0d01216c0a0e
20260915T143216877870Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0a57b-9cee-73bd-83c1-43119599f617,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,1,1,8,2026,20,20,success,0,null,349.705,5.400382,5.56116,90.508,6646782100,null,3367763968,3380283965,1.849514,formal_sft_v1,True,high,probe,results/raw/20260915T143216877870Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0a57b-9cee-73bd-83c1-43119599f617
20260915T143807188631Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b2-ga1__r8__s42__01a0a580-f555-70f4-a96a-3efd755eb8be,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,2,1,8,42,20,20,success,0,null,557.495,15.1129,14.657807,65.2349,10775324316,null,3355118141,3773562880,1.487946,formal_sft_v1,True,high,probe,results/raw/20260915T143807188631Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b2-ga1__r8__s42__01a0a580-f555-70f4-a96a-3efd755eb8be
20260915T144725655817Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b2-ga1__r8__s123__01a0a589-7ad8-7dcc-9245-9b241b4e4916,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,2,1,8,123,20,20,success,0,null,585.015,15.611135,15.977741,63.1529,10775324316,null,3740008448,3797743043,1.483425,formal_sft_v1,True,high,probe,results/raw/20260915T144725655817Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b2-ga1__r8__s123__01a0a589-7ad8-7dcc-9245-9b241b4e4916
20260915T145711514556Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b2-ga1__r8__s2026__01a0a592-6b5b-780f-b112-cbe8e1b58187,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,2,1,8,2026,20,20,success,0,null,523.908,13.912719,12.547343,70.8624,10775324316,null,3780965827,3431790019,1.490678,formal_sft_v1,True,high,probe,results/raw/20260915T145711514556Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b2-ga1__r8__s2026__01a0a592-6b5b-780f-b112-cbe8e1b58187
20260915T150556205439Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b4-ga1__r8__s42__01a0a59a-6ced-7d6a-8e7b-c78f25b37862,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,4,1,8,42,20,20,success,0,null,1848.511,55.108478,55.131185,36.0632,18233927334,null,3415012803,3394366341,1.903836,formal_sft_v1,True,high,probe,results/raw/20260915T150556205439Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b4-ga1__r8__s42__01a0a59a-6ced-7d6a-8e7b-c78f25b37862
20260915T153646433720Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b4-ga1__r8__s123__01a0a5b6-a861-7c80-b2c3-dfc788eb6072,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,4,1,8,123,20,20,success,0,null,2003.513,60.132447,60.112492,33.0502,18233927334,null,3360623165,3552177029,1.903958,formal_sft_v1,True,high,probe,results/raw/20260915T153646433720Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b4-ga1__r8__s123__01a0a5b6-a861-7c80-b2c3-dfc788eb6072
20260915T161011059799Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b4-ga1__r8__s2026__01a0a5d5-3ef4-738d-b32c-f0a2233b4260,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,512,4,1,8,2026,20,20,success,0,null,1877.105,57.080369,50.917119,34.8174,18233927334,null,3449815040,4410509885,1.902231,formal_sft_v1,True,high,probe,results/raw/20260915T161011059799Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b4-ga1__r8__s2026__01a0a5d5-3ef4-738d-b32c-f0a2233b4260
20260915T164129648692Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b8-ga1__r8__s42__01a0a5f1-e930-7242-9ebd-bfb9f735cb03,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,null,4bit,qlora,512,8,1,8,42,20,null,runtime_error,137,null,162.371,null,null,null,null,null,4385270661,13698921923,null,formal_sft_v1,True,medium,probe,results/raw/20260915T164129648692Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b8-ga1__r8__s42__01a0a5f1-e930-7242-9ebd-bfb9f735cb03
20260915T164414079542Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b8-ga1__r8__s123__01a0a5f4-6b7f-75ff-b238-30a384c43889,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,null,4bit,qlora,512,8,1,8,123,20,null,runtime_error,137,null,94.207,null,null,null,null,null,3281120133,3710186947,null,formal_sft_v1,True,medium,probe,results/raw/20260915T164414079542Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b8-ga1__r8__s123__01a0a5f4-6b7f-75ff-b238-30a384c43889
20260915T164550471089Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b8-ga1__r8__s2026__01a0a5f5-e407-7904-9c86-f6a77dac3a89,b37c02bf3a57,False,mlx-community/Qwen3-4B-4bit,null,4bit,qlora,512,8,1,8,2026,20,null,runtime_error,137,null,234.41,null,null,null,null,null,3348952515,16257122304,null,formal_sft_v1,True,medium,probe,results/raw/20260915T164550471089Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx512__b8-ga1__r8__s2026__01a0a5f5-e407-7904-9c86-f6a77dac3a89
20260915T165524052283Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s123__01a0a5fe-a494-71f6-b0f1-6c0b4820439c,2ead0905f1e2,False,mlx-community/Qwen3-4B-4bit,4dcb3d101c2a062e5c1d4bb173588c54ea6c4d25,4bit,qlora,2048,1,1,8,123,20,20,success,0,null,1301.153,28.845493,23.245899,41.47,25643853472,null,3183476736,4808182333,1.73492,formal_sft_v1,True,high,probe,results/raw/20260915T165524052283Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s123__01a0a5fe-a494-71f6-b0f1-6c0b4820439c
20260915T171705795963Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a612-8184-7eb3-a99e-ca4b06de7bb7,161251334419,True,mlx-community/Qwen3-8B-4bit,545dc4251c05440727734bcd94334791f6ab0192,4bit,qlora,512,1,1,8,42,100,100,success,0,null,1642.919,11.337627,10.039107,44.1251,9865084673,null,4774627901,3877634048,2.030539,formal_sft_v1,True,medium,probe,results/raw/20260915T171705795963Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a612-8184-7eb3-a99e-ca4b06de7bb7
20260915T174429715197Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0a62b-9713-7077-8359-a639efa8b74b,161251334419,True,mlx-community/Qwen3-8B-4bit,545dc4251c05440727734bcd94334791f6ab0192,4bit,qlora,512,1,1,8,123,100,100,success,0,null,1668.731,11.886311,10.045583,42.0882,9865084673,null,3860919747,5194320445,2.02625,formal_sft_v1,True,medium,probe,results/raw/20260915T174429715197Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0a62b-9713-7077-8359-a639efa8b74b
20260915T181219460490Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0a645-1184-7a67-a456-c0e6c0d64e3a,161251334419,True,mlx-community/Qwen3-8B-4bit,545dc4251c05440727734bcd94334791f6ab0192,4bit,qlora,512,1,1,8,2026,100,100,success,0,null,1693.318,11.816503,10.033508,42.3369,9865084418,null,5160766013,3750693437,2.038491,formal_sft_v1,True,medium,probe,results/raw/20260915T181219460490Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0a645-1184-7a67-a456-c0e6c0d64e3a
20260915T184033756783Z__mlx-community-qwen3-14b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a65e-ebdd-7ef7-b008-098853b76dc2,161251334419,True,mlx-community/Qwen3-14B-4bit,null,4bit,qlora,512,1,1,8,42,100,null,timeout,null,SIGKILL,7200.019,null,null,null,null,null,3725527613,4364634685,null,formal_sft_v1,False,low,probe,results/raw/20260915T184033756783Z__mlx-community-qwen3-14b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a65e-ebdd-7ef7-b008-098853b76dc2
